id,final_status,store_address_id,customer_id,courier_id,vertical,is_food,transport,number_of_assignments,total_real_distance,activation_time_local,last_courier_assigned_time,courier_started_order_local,courier_enters_pickup_time_local,pickup_time_local,courier_enters_delivery_point_time_local,termination_time
52319410,DeliveredStatus,88585,2322242,18633852,WALL - Partner,TRUE,BICYCLE,1,2.87,7/8/2019 13:49:30,7/8/2019 13:49:44,7/8/2019 13:50:00,7/8/2019 13:49:42,7/8/2019 13:59:46,7/8/2019 14:06:42,7/8/2019 14:08:50
53453120,DeliveredStatus,18300,7012817,18633852,WALL - Partner,TRUE,BICYCLE,1,1.712,7/14/2019 22:09:27,7/14/2019 22:10:48,7/14/2019 22:10:55,7/14/2019 22:09:40,7/14/2019 22:15:03,7/14/2019 22:18:08,7/14/2019 22:21:16
53233594,DeliveredStatus,18300,3943353,18633852,WALL - Partner,TRUE,BICYCLE,1,6.429,7/13/2019 21:48:41,7/13/2019 22:14:47,7/13/2019 22:15:00,7/13/2019 21:48:41,7/13/2019 22:45:52,7/13/2019 23:01:47,7/13/2019 23:02:41
53443367,DeliveredStatus,23518,1671814,18633852,WALL - Partner,TRUE,BICYCLE,1,2.639,7/14/2019 21:43:10,7/14/2019 21:43:20,7/14/2019 21:43:43,7/14/2019 21:43:48,7/14/2019 21:53:13,7/14/2019 21:58:34,7/14/2019 22:00:19
53208481,DeliveredStatus,85260,15884013,18633852,WALL - Partner,TRUE,BICYCLE,1,4.214,7/13/2019 20:27:01,7/13/2019 20:34:01,7/13/2019 20:34:24,7/13/2019 20:39:12,7/13/2019 20:52:10,7/13/2019 20:59:32,7/13/2019 21:01:03
52793711,DeliveredStatus,18300,5566961,18633852,WALL - Partner,TRUE,BICYCLE,3,4.8,7/11/2019 15:33:01,7/11/2019 15:43:58,7/11/2019 15:43:58,7/11/2019 15:44:31,7/11/2019 16:16:48,7/11/2019 16:28:34,7/11/2019 16:31:00
52698433,DeliveredStatus,15910,9628712,18633852,WALL - Partner,TRUE,BICYCLE,3,2.837,7/10/2019 21:26:17,7/10/2019 22:07:31,7/10/2019 22:08:06,7/10/2019 21:31:31,7/10/2019 22:24:43,7/10/2019 22:34:15,7/10/2019 22:38:12
52664274,DeliveredStatus,85260,12049414,18633852,WALL - Partner,TRUE,BICYCLE,1,6.191,7/10/2019 18:58:34,7/10/2019 18:58:51,7/10/2019 18:59:16,7/10/2019 19:08:29,7/10/2019 19:26:48,7/10/2019 19:41:49,7/10/2019 19:44:53
52655335,DeliveredStatus,18300,2372167,18633852,WALL - Partner,TRUE,BICYCLE,1,2.885,7/10/2019 17:59:44,7/10/2019 18:00:55,7/10/2019 18:01:07,7/10/2019 17:59:49,7/10/2019 18:29:04,7/10/2019 18:40:08,7/10/2019 18:42:43
52981582,CanceledStatus,16709,6124041,18633852,WALL - NonPartner,FALSE,BICYCLE,1,3.088,7/12/2019 17:50:38,7/12/2019 17:58:28,7/12/2019 17:58:45,,,,7/12/2019 18:13:17
53212923,DeliveredStatus,18300,2348346,18633852,WALL - Partner,TRUE,BICYCLE,1,4.28,7/13/2019 20:42:31,7/13/2019 20:57:27,7/13/2019 21:01:12,7/13/2019 20:42:41,7/13/2019 21:29:49,7/13/2019 21:37:09,7/13/2019 21:40:38
52669946,DeliveredStatus,16697,20358844,18633852,WALL - Partner,TRUE,BICYCLE,1,4.215,7/10/2019 19:28:46,7/10/2019 19:39:33,7/10/2019 19:45:41,7/10/2019 19:49:52,7/10/2019 19:55:23,7/10/2019 20:12:18,7/10/2019 20:23:47
53431261,DeliveredStatus,23518,6939337,18633852,WALL - Partner,TRUE,BICYCLE,1,1.96,7/14/2019 21:13:35,7/14/2019 21:20:58,7/14/2019 21:21:18,7/14/2019 21:19:19,7/14/2019 21:34:50,7/14/2019 21:36:05,7/14/2019 21:41:14
52717912,CanceledStatus,18300,14895485,18633852,WALL - Partner,TRUE,BICYCLE,1,3.326,7/10/2019 22:52:29,7/10/2019 23:21:17,7/10/2019 23:21:33,,,,7/10/2019 23:50:05
53132633,DeliveredStatus,18300,2900332,18633852,WALL - Partner,TRUE,BICYCLE,1,3.322,7/13/2019 12:49:58,7/13/2019 13:00:26,7/13/2019 13:00:59,7/13/2019 12:56:46,7/13/2019 13:30:07,7/13/2019 13:43:30,7/13/2019 13:45:48
52377156,DeliveredStatus,18300,5971873,18633852,WALL - Partner,TRUE,BICYCLE,1,4.178,7/8/2019 20:30:59,7/8/2019 20:31:27,7/8/2019 20:31:42,7/8/2019 20:32:13,7/8/2019 20:47:58,7/8/2019 20:53:59,7/8/2019 20:58:04
52316136,DeliveredStatus,18300,2814328,18633852,WALL - Partner,TRUE,BICYCLE,1,3.146,7/8/2019 13:22:43,7/8/2019 13:23:17,7/8/2019 13:23:27,7/8/2019 13:22:49,7/8/2019 13:30:43,7/8/2019 13:36:43,7/8/2019 13:40:21
52975011,DeliveredStatus,31798,20113583,18633852,WALL - Partner,TRUE,BICYCLE,1,3.72,7/12/2019 17:08:20,7/12/2019 17:08:41,7/12/2019 17:08:59,7/12/2019 17:08:21,7/12/2019 17:23:59,7/12/2019 17:34:35,7/12/2019 17:44:42
52522753,DeliveredStatus,18300,12165445,18633852,WALL - Partner,TRUE,BICYCLE,2,5.577,7/9/2019 20:06:59,7/9/2019 20:11:02,7/9/2019 20:13:56,7/9/2019 20:20:54,7/9/2019 20:50:24,7/9/2019 20:59:22,7/9/2019 21:04:43
53003969,DeliveredStatus,85260,991283,18633852,WALL - Partner,TRUE,BICYCLE,3,5.012,7/12/2019 19:46:01,7/12/2019 19:50:22,7/12/2019 19:58:27,7/12/2019 19:46:05,7/12/2019 20:13:14,7/12/2019 20:22:01,7/12/2019 20:32:23
52785930,DeliveredStatus,18300,16485138,18633852,WALL - Partner,TRUE,BICYCLE,1,3.617,7/11/2019 14:30:58,7/11/2019 14:31:43,7/11/2019 14:31:55,7/11/2019 14:31:09,7/11/2019 14:43:49,7/11/2019 14:50:54,7/11/2019 14:54:18
53258710,DeliveredStatus,18300,12010953,18633852,WALL - Partner,TRUE,BICYCLE,1,3.354,7/13/2019 23:42:29,7/13/2019 23:43:16,7/13/2019 23:43:28,7/13/2019 23:42:30,7/13/2019 23:58:07,7/14/2019 0:12:16,7/14/2019 0:19:34
53332562,DeliveredStatus,18300,20590451,18633852,WALL - Partner,TRUE,BICYCLE,1,5.936,7/14/2019 13:33:24,7/14/2019 13:39:09,7/14/2019 13:39:39,7/14/2019 13:46:15,7/14/2019 13:58:01,7/14/2019 14:07:40,7/14/2019 14:11:05
52781041,DeliveredStatus,18300,16382352,18633852,WALL - Partner,TRUE,BICYCLE,1,1.464,7/11/2019 13:56:16,7/11/2019 13:57:02,7/11/2019 13:57:24,7/11/2019 13:56:27,7/11/2019 14:17:04,7/11/2019 14:23:00,7/11/2019 14:24:23
53404910,DeliveredStatus,18300,2131788,18633852,WALL - Partner,TRUE,BICYCLE,1,1.25,7/14/2019 20:04:19,7/14/2019 20:04:58,7/14/2019 20:05:04,7/14/2019 20:04:29,7/14/2019 20:15:50,7/14/2019 20:20:40,7/14/2019 20:21:48
53196106,DeliveredStatus,18300,20552743,18633852,WALL - Partner,TRUE,BICYCLE,1,3.782,7/13/2019 19:40:04,7/13/2019 19:40:10,7/13/2019 19:40:22,7/13/2019 19:40:16,7/13/2019 19:53:16,7/13/2019 20:04:42,7/13/2019 20:06:55
52859968,DeliveredStatus,18300,3487079,18633852,WALL - Partner,TRUE,BICYCLE,1,5.878,7/11/2019 21:32:25,7/11/2019 21:40:06,7/11/2019 21:40:21,7/11/2019 21:41:40,7/11/2019 22:11:51,7/11/2019 22:22:25,7/11/2019 22:26:49
52516236,DeliveredStatus,18300,2127105,18633852,WALL - Partner,TRUE,BICYCLE,1,2.56,7/9/2019 19:37:11,7/9/2019 19:37:27,7/9/2019 19:38:01,7/9/2019 19:41:43,7/9/2019 20:03:29,7/9/2019 20:10:47,7/9/2019 20:13:46
52382866,DeliveredStatus,18300,5686640,18633852,WALL - Partner,TRUE,BICYCLE,2,3.534,7/8/2019 20:53:48,7/8/2019 21:39:34,7/8/2019 21:39:43,7/8/2019 21:03:00,7/8/2019 21:54:06,7/8/2019 21:55:50,7/8/2019 21:57:34
53219488,DeliveredStatus,18300,2175333,18838746,WALL - Partner,TRUE,BICYCLE,1,1.651,7/13/2019 21:03:53,7/13/2019 21:29:01,7/13/2019 21:29:15,7/13/2019 21:04:07,7/13/2019 21:49:30,7/13/2019 21:53:00,7/13/2019 21:55:44
53024244,DeliveredStatus,18300,2123470,18838746,WALL - Partner,TRUE,BICYCLE,1,2.749,7/12/2019 20:56:11,7/12/2019 20:57:28,7/12/2019 20:57:32,7/12/2019 20:56:12,7/12/2019 21:12:38,7/12/2019 21:20:09,7/12/2019 21:24:08
52842702,DeliveredStatus,18300,17029329,18838746,WALL - Partner,TRUE,BICYCLE,1,6.278,7/11/2019 20:31:15,7/11/2019 20:37:00,7/11/2019 20:37:38,7/11/2019 20:42:27,7/11/2019 21:02:05,7/11/2019 21:11:25,7/11/2019 21:15:58
52869459,DeliveredStatus,18300,2703797,18838746,WALL - Partner,TRUE,BICYCLE,1,1.292,7/11/2019 22:07:14,7/11/2019 22:07:33,7/11/2019 22:07:50,7/11/2019 22:07:18,7/11/2019 22:25:45,7/11/2019 22:30:28,7/11/2019 22:34:06
53200811,DeliveredStatus,18300,13665039,18838746,WALL - Partner,TRUE,BICYCLE,1,4.416,7/13/2019 19:59:07,7/13/2019 20:00:34,7/13/2019 20:00:55,7/13/2019 19:59:37,7/13/2019 20:25:34,7/13/2019 20:37:06,7/13/2019 20:41:47
53029863,DeliveredStatus,18300,20180259,18838746,WALL - Partner,TRUE,BICYCLE,1,5.811,7/12/2019 21:13:16,7/12/2019 21:23:55,7/12/2019 21:24:14,7/12/2019 21:13:22,7/12/2019 21:47:45,7/12/2019 21:59:56,7/12/2019 22:02:29
52854544,DeliveredStatus,18300,4978115,18838746,WALL - Partner,TRUE,BICYCLE,1,4.428,7/11/2019 21:13:46,7/11/2019 21:16:43,7/11/2019 21:17:12,7/11/2019 21:25:20,7/11/2019 21:48:30,7/11/2019 21:52:18,7/11/2019 21:55:58
53420517,DeliveredStatus,18300,12354547,18838746,WALL - Partner,TRUE,BICYCLE,1,2.272,7/14/2019 20:47:29,7/14/2019 20:48:22,7/14/2019 20:48:54,7/14/2019 20:47:38,7/14/2019 20:57:24,7/14/2019 21:04:35,7/14/2019 21:10:21
52820064,DeliveredStatus,18300,13147955,18838746,WALL - Partner,TRUE,BICYCLE,1,3.395,7/11/2019 20:00:02,7/11/2019 20:00:26,7/11/2019 20:00:32,7/11/2019 20:00:10,7/11/2019 20:12:54,7/11/2019 20:23:48,7/11/2019 20:33:30
53010218,DeliveredStatus,18300,2145198,18838746,WALL - Partner,TRUE,BICYCLE,2,5.189,7/12/2019 20:08:58,7/12/2019 20:15:47,7/12/2019 20:15:47,7/12/2019 20:09:08,7/12/2019 20:34:37,7/12/2019 20:42:12,7/12/2019 20:44:58
53210710,DeliveredStatus,18300,18139598,18838746,WALL - Partner,TRUE,BICYCLE,1,6.736,7/13/2019 20:34:36,7/13/2019 20:47:16,7/13/2019 20:47:46,7/13/2019 20:52:26,7/13/2019 21:03:22,7/13/2019 21:14:10,7/13/2019 21:16:09
52389678,DeliveredStatus,18300,15358699,18838746,WALL - Partner,TRUE,BICYCLE,1,4.371,7/8/2019 21:20:31,7/8/2019 21:21:17,7/8/2019 21:21:50,7/8/2019 21:25:22,7/8/2019 21:50:14,7/8/2019 21:55:37,7/8/2019 21:57:49
52380930,DeliveredStatus,18300,15570321,18838746,WALL - Partner,TRUE,BICYCLE,1,5.181,7/8/2019 20:46:03,7/8/2019 20:46:41,7/8/2019 20:47:10,7/8/2019 20:51:32,7/8/2019 21:06:07,7/8/2019 21:15:28,7/8/2019 21:18:26
53412186,DeliveredStatus,18300,15941592,18838746,WALL - Partner,TRUE,BICYCLE,1,2.263,7/14/2019 20:25:27,7/14/2019 20:25:59,7/14/2019 20:26:08,7/14/2019 20:25:36,7/14/2019 20:30:12,7/14/2019 20:36:28,7/14/2019 20:39:08
53430375,DeliveredStatus,18300,19324353,18838746,WALL - Partner,TRUE,BICYCLE,1,5.033,7/14/2019 21:11:33,7/14/2019 21:14:51,7/14/2019 21:15:18,7/14/2019 21:18:12,7/14/2019 21:27:11,7/14/2019 21:36:06,7/14/2019 21:38:27
53004817,DeliveredStatus,18300,20504014,18838746,WALL - Partner,TRUE,BICYCLE,1,3.578,7/12/2019 19:48:57,7/12/2019 20:00:32,7/12/2019 20:00:52,7/12/2019 20:00:08,7/12/2019 20:09:29,7/12/2019 20:16:19,7/12/2019 20:22:33
52373585,DeliveredStatus,18300,15426987,18838746,WALL - Partner,TRUE,BICYCLE,1,2.969,7/8/2019 20:16:27,7/8/2019 20:17:13,7/8/2019 20:17:53,7/8/2019 20:16:27,7/8/2019 20:30:02,7/8/2019 20:39:33,7/8/2019 20:40:47
53446923,DeliveredStatus,18300,1688979,18838746,WALL - Partner,TRUE,BICYCLE,1,2.388,7/14/2019 21:51:50,7/14/2019 21:52:29,7/14/2019 21:52:57,7/14/2019 21:52:03,7/14/2019 22:00:57,7/14/2019 22:08:52,7/14/2019 22:13:52
53235342,DeliveredStatus,18300,2174430,18838746,WALL - Partner,TRUE,BICYCLE,1,2.37,7/13/2019 21:54:30,7/13/2019 22:14:48,7/13/2019 22:14:51,7/13/2019 22:03:11,7/13/2019 22:42:37,7/13/2019 22:47:36,7/13/2019 22:52:09
53046553,DeliveredStatus,18300,13735060,18838746,WALL - Partner,TRUE,BICYCLE,1,6.431,7/12/2019 22:04:39,7/12/2019 22:05:38,7/12/2019 22:08:53,7/12/2019 22:12:38,7/12/2019 22:41:38,7/12/2019 22:46:31,7/12/2019 22:52:45
53463125,DeliveredStatus,18300,12379811,18838746,WALL - Partner,TRUE,BICYCLE,1,5.166,7/14/2019 22:43:02,7/14/2019 22:43:19,7/14/2019 22:43:35,7/14/2019 22:43:07,7/14/2019 22:54:44,7/14/2019 23:04:35,7/14/2019 23:20:51
53201355,DeliveredStatus,18300,13292558,15239021,WALL - Partner,TRUE,MOTORBIKE,1,5.897,7/13/2019 20:01:08,7/13/2019 20:01:29,7/13/2019 20:01:40,7/13/2019 20:06:09,7/13/2019 20:19:35,7/13/2019 20:25:20,7/13/2019 20:27:44
53013661,DeliveredStatus,15927,12619370,15239021,WALL - Partner,TRUE,MOTORBIKE,1,6.537,7/12/2019 20:20:46,7/12/2019 20:28:01,7/12/2019 20:28:15,7/12/2019 20:31:54,7/12/2019 20:34:26,7/12/2019 20:43:31,7/12/2019 20:45:42
53472890,DeliveredStatus,15727,13959452,15239021,WALL - Partner,TRUE,MOTORBIKE,1,3.741,7/14/2019 23:34:18,7/14/2019 23:35:13,7/14/2019 23:35:24,7/14/2019 23:37:50,7/14/2019 23:47:56,7/14/2019 23:50:59,7/14/2019 23:54:11
52997762,DeliveredStatus,19434,17607697,15239021,WALL - Partner,TRUE,MOTORBIKE,1,4.615,7/12/2019 19:41:01,7/12/2019 19:41:14,7/12/2019 19:41:22,7/12/2019 19:43:06,7/12/2019 20:12:22,7/12/2019 20:19:58,7/12/2019 20:27:24
52827761,DeliveredStatus,18300,2981935,15239021,WALL - Partner,TRUE,MOTORBIKE,1,5.002,7/11/2019 19:29:31,7/11/2019 19:29:53,7/11/2019 19:29:58,7/11/2019 19:29:43,7/11/2019 19:39:53,7/11/2019 19:48:30,7/11/2019 19:50:25
52364855,DeliveredStatus,19434,20328815,15239021,WALL - Partner,TRUE,MOTORBIKE,1,2.489,7/8/2019 19:37:02,7/8/2019 19:37:31,7/8/2019 19:37:41,7/8/2019 19:39:51,7/8/2019 19:48:50,7/8/2019 19:51:39,7/8/2019 20:03:57
53027828,DeliveredStatus,71757,2131337,15239021,WALL - Partner,TRUE,MOTORBIKE,2,4.293,7/12/2019 21:07:11,7/12/2019 21:23:55,7/12/2019 21:32:18,7/12/2019 21:38:41,7/12/2019 21:43:03,7/12/2019 21:48:14,7/12/2019 21:51:01
52953630,DeliveredStatus,15727,2127450,15239021,WALL - Partner,TRUE,MOTORBIKE,1,4.645,7/12/2019 14:34:32,7/12/2019 14:35:05,7/12/2019 14:35:11,7/12/2019 14:41:52,7/12/2019 14:46:06,7/12/2019 14:49:27,7/12/2019 14:56:06
52383698,DeliveredStatus,18300,3360344,15239021,WALL - Partner,TRUE,MOTORBIKE,1,4.863,7/8/2019 20:57:15,7/8/2019 20:58:54,7/8/2019 20:59:07,7/8/2019 21:03:17,7/8/2019 21:23:42,7/8/2019 21:29:00,7/8/2019 21:32:04
52359918,DeliveredStatus,18300,3683055,15239021,WALL - Partner,TRUE,MOTORBIKE,1,2.545,7/8/2019 20:41:01,7/8/2019 20:41:36,7/8/2019 20:41:43,7/8/2019 20:41:16,7/8/2019 20:52:08,7/8/2019 20:56:42,7/8/2019 20:58:46
53024537,DeliveredStatus,18300,13727790,15239021,WALL - Partner,TRUE,MOTORBIKE,1,4.147,7/12/2019 20:57:08,7/12/2019 21:04:36,7/12/2019 21:05:35,7/12/2019 21:06:07,7/12/2019 21:23:05,7/12/2019 21:30:57,7/12/2019 21:32:13
53179277,DeliveredStatus,82665,17400143,15239021,WALL - Partner,TRUE,MOTORBIKE,1,7.142,7/13/2019 18:59:01,7/13/2019 18:59:29,7/13/2019 19:00:04,7/13/2019 19:01:19,7/13/2019 19:19:39,7/13/2019 19:29:06,7/13/2019 19:31:11
53395947,DeliveredStatus,85260,14061934,15239021,WALL - Partner,TRUE,MOTORBIKE,1,5.133,7/14/2019 19:33:09,7/14/2019 19:34:42,7/14/2019 19:34:49,7/14/2019 19:33:12,7/14/2019 19:44:01,7/14/2019 19:51:48,7/14/2019 19:55:09
53191701,DeliveredStatus,51356,20012622,15239021,WALL - Partner,TRUE,MOTORBIKE,1,2.794,7/13/2019 19:41:02,7/13/2019 19:41:08,7/13/2019 19:41:30,7/13/2019 19:41:54,7/13/2019 19:50:13,7/13/2019 19:55:06,7/13/2019 20:00:20
52858464,DeliveredStatus,19434,14751750,15239021,WALL - Partner,TRUE,MOTORBIKE,1,5.523,7/11/2019 21:26:59,7/11/2019 21:32:59,7/11/2019 21:33:08,7/11/2019 21:35:34,7/11/2019 21:51:55,7/11/2019 21:56:37,7/11/2019 21:58:58
53180423,DeliveredStatus,18300,14757630,15239021,WALL - Partner,TRUE,MOTORBIKE,1,2.336,7/13/2019 18:15:16,7/13/2019 18:15:45,7/13/2019 18:15:59,7/13/2019 18:15:43,7/13/2019 18:29:43,7/13/2019 18:36:42,7/13/2019 18:38:55
53367684,DeliveredStatus,15727,2514569,15239021,WALL - Partner,TRUE,MOTORBIKE,1,4.501,7/14/2019 16:52:01,7/14/2019 17:00:31,7/14/2019 17:00:43,7/14/2019 17:06:29,7/14/2019 17:13:01,7/14/2019 17:17:19,7/14/2019 17:21:30
52843270,DeliveredStatus,23424,9483686,15239021,WALL - Partner,TRUE,MOTORBIKE,1,4.889,7/11/2019 20:33:14,7/11/2019 20:34:08,7/11/2019 20:34:18,7/11/2019 20:42:03,7/11/2019 20:43:33,7/11/2019 20:49:01,7/11/2019 20:51:02
52944767,DeliveredStatus,18300,15014578,15239021,WALL - Partner,TRUE,MOTORBIKE,1,4.814,7/12/2019 13:34:59,7/12/2019 13:35:08,7/12/2019 13:35:17,7/12/2019 13:35:01,7/12/2019 13:39:08,7/12/2019 13:46:22,7/12/2019 13:47:43
52371815,DeliveredStatus,18300,3939091,15239021,WALL - Partner,TRUE,MOTORBIKE,1,2.971,7/8/2019 20:08:50,7/8/2019 20:09:04,7/8/2019 20:09:23,7/8/2019 20:08:56,7/8/2019 20:22:46,7/8/2019 20:27:51,7/8/2019 20:31:03
52868509,DeliveredStatus,,14429168,15239021,QUIERO,FALSE,MOTORBIKE,1,2.589,7/11/2019 22:03:29,7/11/2019 22:04:30,7/11/2019 22:04:43,7/11/2019 22:08:56,7/11/2019 22:16:07,7/11/2019 22:17:44,7/11/2019 22:20:21
52404802,DeliveredStatus,18300,12241522,15239021,WALL - Partner,TRUE,MOTORBIKE,1,6.124,7/8/2019 22:28:19,7/8/2019 22:28:24,7/8/2019 22:28:34,7/8/2019 22:34:53,7/8/2019 22:46:40,7/8/2019 22:53:50,7/8/2019 22:55:36
53448644,DeliveredStatus,19434,4313281,15239021,WALL - Partner,TRUE,MOTORBIKE,1,5.357,7/14/2019 21:56:37,7/14/2019 21:57:34,7/14/2019 21:57:43,7/14/2019 21:56:52,7/14/2019 22:18:18,7/14/2019 22:23:22,7/14/2019 22:26:33
53220304,DeliveredStatus,30640,20557694,15239021,WALL - Partner,TRUE,MOTORBIKE,1,6.34,7/13/2019 21:06:31,7/13/2019 21:22:54,7/13/2019 21:23:17,7/13/2019 21:06:33,7/13/2019 22:01:10,7/13/2019 22:07:47,7/13/2019 22:10:01
53045640,DeliveredStatus,68386,17368349,15239021,WALL - Partner,TRUE,MOTORBIKE,1,4.6,7/12/2019 22:01:29,7/12/2019 22:01:34,7/12/2019 22:01:46,7/12/2019 22:06:58,7/12/2019 22:23:08,7/12/2019 22:27:21,7/12/2019 22:27:50
53208665,DeliveredStatus,15910,14016553,15239021,WALL - Partner,TRUE,MOTORBIKE,1,7.43,7/13/2019 20:27:41,7/13/2019 20:27:57,7/13/2019 20:28:04,7/13/2019 20:37:07,7/13/2019 20:48:16,7/13/2019 20:57:19,7/13/2019 21:00:03
52359978,DeliveredStatus,18300,13899446,15239021,WALL - Partner,TRUE,MOTORBIKE,1,3.804,7/8/2019 19:11:34,7/8/2019 19:12:05,7/8/2019 19:12:12,7/8/2019 19:12:02,7/8/2019 19:22:54,7/8/2019 19:28:48,7/8/2019 19:30:56
52932926,DeliveredStatus,18300,3642169,15239021,WALL - Partner,TRUE,MOTORBIKE,1,2.309,7/12/2019 11:58:08,7/12/2019 12:00:30,7/12/2019 12:00:39,7/12/2019 11:58:32,7/12/2019 12:09:16,7/12/2019 12:16:04,7/12/2019 12:17:54
53214783,DeliveredStatus,30640,13262432,15239021,WALL - Partner,TRUE,MOTORBIKE,1,3.971,7/13/2019 20:48:34,7/13/2019 20:59:29,7/13/2019 21:00:19,7/13/2019 21:06:33,7/13/2019 21:15:27,7/13/2019 21:19:29,7/13/2019 21:22:43
52834513,DeliveredStatus,85260,9581298,15239021,WALL - Partner,TRUE,MOTORBIKE,1,3.495,7/11/2019 19:59:12,7/11/2019 19:59:21,7/11/2019 19:59:33,7/11/2019 19:59:22,7/11/2019 20:22:04,7/11/2019 20:29:18,7/11/2019 20:29:48
52388945,DeliveredStatus,15927,8553306,15239021,WALL - Partner,TRUE,MOTORBIKE,3,11.928,7/8/2019 21:17:29,7/8/2019 21:36:32,7/8/2019 21:36:32,7/8/2019 21:48:28,7/8/2019 21:52:04,7/8/2019 21:59:08,7/8/2019 22:03:11
52875776,DeliveredStatus,23518,15743184,11951777,WALL - Partner,TRUE,BICYCLE,3,2.666,7/11/2019 22:33:48,7/11/2019 22:38:05,7/11/2019 22:38:05,7/11/2019 22:58:27,7/11/2019 22:59:56,7/11/2019 23:05:13,7/11/2019 23:06:33
52519830,DeliveredStatus,18300,14688598,11951777,WALL - Partner,TRUE,BICYCLE,1,3.965,7/9/2019 19:54:01,7/9/2019 19:54:44,7/9/2019 19:54:52,7/9/2019 19:54:02,7/9/2019 20:21:31,7/9/2019 20:30:56,7/9/2019 20:33:26
53465281,DeliveredStatus,18300,1170449,11951777,WALL - Partner,TRUE,BICYCLE,1,3.137,7/14/2019 22:52:13,7/14/2019 22:52:29,7/14/2019 22:53:15,7/14/2019 22:52:26,7/14/2019 23:14:48,7/14/2019 23:25:59,7/14/2019 23:33:47
52841204,DeliveredStatus,18300,16376603,11951777,WALL - Partner,TRUE,BICYCLE,1,6.45,7/11/2019 20:25:38,7/11/2019 20:32:58,7/11/2019 20:33:16,7/11/2019 20:38:32,7/11/2019 20:49:28,7/11/2019 21:11:54,7/11/2019 21:17:35
52836986,DeliveredStatus,50845,17934193,11951777,WALL - Partner,TRUE,BICYCLE,1,1.928,7/11/2019 20:09:33,7/11/2019 20:10:33,7/11/2019 20:10:53,7/11/2019 20:14:58,7/11/2019 20:27:43,7/11/2019 20:30:53,7/11/2019 20:32:33
52933752,DeliveredStatus,30640,2760469,8728852,WALL - Partner,TRUE,MOTORBIKE,1,5.531,7/12/2019 12:40:01,7/12/2019 12:40:10,7/12/2019 12:40:52,7/12/2019 12:49:03,7/12/2019 12:56:47,7/12/2019 13:01:03,7/12/2019 13:01:35
52370817,DeliveredStatus,16593,20008679,8728852,WALL - Partner,TRUE,MOTORBIKE,3,4.906,7/8/2019 20:04:35,7/8/2019 20:25:49,7/8/2019 20:25:49,7/8/2019 20:16:57,7/8/2019 20:29:49,7/8/2019 20:41:02,7/8/2019 20:46:19
52629003,DeliveredStatus,75822,20354557,8728852,WALL - Partner,TRUE,MOTORBIKE,2,12.819,7/10/2019 14:26:54,7/10/2019 14:28:19,7/10/2019 14:45:02,7/10/2019 14:54:35,7/10/2019 15:03:44,7/10/2019 15:15:11,7/10/2019 15:15:57
53351992,CanceledStatus,18300,2793241,8728852,WALL - Partner,TRUE,MOTORBIKE,2,4.136,7/14/2019 15:11:54,7/14/2019 16:02:28,7/14/2019 16:03:33,,,,7/14/2019 16:15:48
53178627,DeliveredStatus,30640,16886009,8728852,WALL - Partner,TRUE,MOTORBIKE,1,10.796,7/13/2019 18:03:35,7/13/2019 18:04:34,7/13/2019 18:04:52,7/13/2019 18:16:53,7/13/2019 18:26:34,7/13/2019 18:35:10,7/13/2019 18:37:03
52669172,DeliveredStatus,30640,12518894,8728852,WALL - Partner,TRUE,MOTORBIKE,1,4.451,7/10/2019 19:24:50,7/10/2019 19:25:19,7/10/2019 19:25:31,7/10/2019 19:31:36,7/10/2019 19:39:09,7/10/2019 19:46:16,7/10/2019 19:50:09
52978417,DeliveredStatus,18296,12287245,8728852,WALL - Partner,TRUE,MOTORBIKE,1,9.446,7/12/2019 17:30:36,7/12/2019 17:40:10,7/12/2019 17:40:31,7/12/2019 17:50:12,7/12/2019 17:57:26,7/12/2019 18:04:48,7/12/2019 18:09:42
52616871,DeliveredStatus,30640,20353330,8728852,WALL - Partner,TRUE,MOTORBIKE,2,8.381,7/10/2019 12:49:33,7/10/2019 12:56:47,7/10/2019 13:03:11,7/10/2019 13:13:18,7/10/2019 13:34:20,7/10/2019 13:39:32,7/10/2019 13:41:53
53365462,DeliveredStatus,18300,6884752,8728852,WALL - Partner,TRUE,MOTORBIKE,1,4.885,7/14/2019 16:37:06,7/14/2019 16:41:11,7/14/2019 16:41:29,7/14/2019 16:45:14,7/14/2019 16:51:03,7/14/2019 16:55:56,7/14/2019 16:57:05
53212715,DeliveredStatus,15912,9628662,8728852,WALL - Partner,TRUE,MOTORBIKE,1,1.218,7/13/2019 20:41:50,7/13/2019 20:51:20,7/13/2019 20:51:35,7/13/2019 20:54:00,7/13/2019 20:57:07,7/13/2019 20:59:39,7/13/2019 21:03:57
52625705,DeliveredStatus,15910,20365808,8728852,WALL - Partner,TRUE,MOTORBIKE,1,5.573,7/10/2019 14:01:15,7/10/2019 14:10:01,7/10/2019 14:10:13,7/10/2019 14:01:27,7/10/2019 14:25:55,7/10/2019 14:43:06,7/10/2019 14:44:45
52612558,DeliveredStatus,18296,13047028,8728852,WALL - Partner,TRUE,MOTORBIKE,1,6.736,7/10/2019 12:40:01,7/10/2019 12:40:31,7/10/2019 12:40:56,7/10/2019 12:47:20,7/10/2019 12:55:58,7/10/2019 13:00:41,7/10/2019 13:04:01
